name,psnr,ssim
L0_0fb5092c2e46fcc1c2b797e50d0ee583_gaussian_26.55_out.png,16.1615905309892,0.6169105961855461
L0_214422c3830aaf7657442fdab0ba4968_gaussian_27.81_out.png,16.504921789296272,0.5097612218955282
L0_21548dd75e7313130edf27956cf71222_gaussian_27.77_out.png,16.510406138869836,0.5285361332365296
L0_30bb5b4598e0ab8a0795eac13ab62bd8_gaussian_27.86_out.png,16.73368366592521,0.48448945237883023
L0_311a35b988dcbd586108ecdf3b8cefa6_gaussian_27.60_out.png,16.31896777442804,0.5177822232305523
L0_388b38a8ea05fe41f3f165b9cc61a880_gaussian_26.74_out.png,16.190622367156223,0.6102195917798722
L0_44ae03e5bcaa93df66503adc901250da_gaussian_27.73_out.png,16.46715903084917,0.5153597816702893
L0_5844039aa3471b0034fbe909c6f5ea28_gaussian_27.45_out.png,16.259652045901696,0.4874931856318732
L0_5d5e9b4c8c55171ffe745765d259aeb5_gaussian_27.29_out.png,16.271672427173364,0.48467265528243747
L0_6579407de7e7a57b93c98291f1d3f478_gaussian_26.87_out.png,16.21128561075148,0.48860065197115493
L0_7333ded956b39296bbf8379c39d70682_gaussian_26.82_out.png,16.20500234690521,0.5857647776698535
L0_a1992c8aa586c8387e6d1b3c5399da43_gaussian_26.71_out.png,16.2505368045614,0.6179077042794802
L1_07d53cd6e4c4a933aa72e1c6841e13ee_gaussian_27.73_out.png,16.988111513623984,0.7006992312835987
L1_11ba17874a364ec8a6d4a21617e2b977_gaussian_28.22_out.png,16.453701252476137,0.558224183475506
L1_32d58256f5c1e94385f428c790d7becd_gaussian_28.29_out.png,16.496242532778606,0.4268484462346074
L1_5332c85073a5e9a1d2de42365cb931a6_gaussian_27.32_out.png,16.765884731359023,0.2973049435020854
L1_6752592130f4c4cb20404b05fe21eedc_gaussian_28.11_out.png,16.800129738990872,0.7214395433233328
L1_6c5e28da719cf24ca32c1af99683a78a_gaussian_26.86_out.png,16.532250666748638,0.3935622327153101
L1_73430e19a56613ba636d632f6718f9e4_gaussian_27.08_out.png,16.353308187623824,0.310456346885836
L1_88cbfdd3ca787695e4dac42c3113224d_gaussian_28.25_out.png,16.5320694675736,0.7014218936598652
L1_8afc3c47e1dc0b638ae402d816c626e7_gaussian_27.10_out.png,16.66218971698021,0.4177547128704901
L1_b25a08781648ca4b1083cbfc3ad3ede2_gaussian_27.85_out.png,16.936673030182636,0.767324022642033
L1_b3db42bb71896838633790764de72928_gaussian_27.57_out.png,16.545964241890964,0.6554795461117955
L1_b68be94052c442a7add7b10db4dff769_gaussian_26.52_out.png,16.25805375851541,0.389571268938969
L1_c254947b235905d03a668d16d1c45668_gaussian_27.23_out.png,16.48128539801197,0.46772419958025463
L1_cd6d8c1e55a81179f906a75b92ca8cba_gaussian_25.96_out.png,16.349669106725308,0.5851224877112837
L1_da7cd61b59a9f6e513141d88c39e28ac_gaussian_27.70_out.png,16.546687637577463,0.5331325055591141
L2_09b0f17430566d16da937458a4d163a9_gaussian_26.74_out.png,16.376566779500415,0.5608020959579121
L2_0b1f93a66062585a4aa7e2d713482351_gaussian_27.37_out.png,16.36361289507918,0.24922133987013947
L2_1894e1542821649d7677ddb805fd091d_gaussian_28.10_out.png,16.198417468258995,0.5336168849358396
L2_20113e1ecb0a03825874dbefe1253a68_gaussian_27.18_out.png,16.233875137697286,0.3074712233969026
L2_235d6605d99cd4d48b52235a66209ec5_gaussian_27.33_out.png,16.284811347609416,0.3230022142921389
L2_303bd078dd5e941415c4090c041cf213_gaussian_27.38_out.png,16.359980144748235,0.3107301680669298
L2_38d2abe9646648c14a9a90ebf832b2d6_gaussian_27.33_out.png,16.63584674509092,0.3172862566101162
L2_4843222f14a90ececd791e5e682fd8e2_gaussian_26.77_out.png,16.405342199485254,0.5354447142212617
L2_6be36c2861d55b9503b79f732d94cd3d_gaussian_27.17_out.png,16.26641735452105,0.32776950624187395
L2_6f24257129ef194f295e4d138a14551c_gaussian_27.82_out.png,16.51547682071348,0.2573480288259614
L2_845ed4ca259f01bca8e93e3f527e408c_gaussian_27.35_out.png,17.019288903557026,0.49521338351819066
L2_8c40e7556cd9e9c9a3372b57693e40b9_gaussian_27.75_out.png,16.41771857097924,0.2623158886307161
L2_9b4a660b4e9054e3e46db802390b9948_gaussian_27.62_out.png,16.475925738456542,0.26445039717979035
L2_9ec96c5a65980f53282ba0aaee7501c4_gaussian_26.97_out.png,15.866174719409383,0.6512498717980751
L2_a288a776f6b0d78a48d35382b0c7d8de_gaussian_27.07_out.png,15.870697408876335,0.6705384609735819
L2_a4b1df00027be1efe21332a8a304de4a_gaussian_27.44_out.png,16.357872973879097,0.25390582700635766
L2_a8896e60df24af5d17dc8256f087849f_gaussian_27.13_out.png,17.308336435209714,0.7618283312070389
L2_bafa155e63b1def1ebd3456a6a973bd0_gaussian_27.24_out.png,16.43983976109662,0.377449501796562
L2_cc281ea1570ad79bba33382f775dec33_gaussian_27.57_out.png,16.52079712616233,0.29301395049250634
L2_f1569574e696e7f10ec10d2662e98021_gaussian_27.44_out.png,16.35029788152908,0.25647340505503735
L2_f58cb749bdced134fe89cbf0a47b35ad_gaussian_27.43_out.png,16.365246457218376,0.7274158000378513
L2_fd024b6f00c0be2f7e7dc59c63b1691c_gaussian_27.22_out.png,16.3836889057525,0.4860662704141536
L3_020e641cb96e8bcd1785ca3628fb2a0f_gaussian_26.92_out.png,16.187465000851194,0.46902359755546175
L3_23e2a018af0b242041be82bbf2e0090d_gaussian_26.57_out.png,16.003873892593774,0.5500683482493381
L3_3e3e93b9ad12abaa56275d570ecc1976_gaussian_27.62_out.png,16.253354532524284,0.369797769861559
L3_e826ae8faf6ef303a5c328b713d058fc_gaussian_27.66_out.png,16.205788002832968,0.5309587367973804
L4_0469b16f62f4104e902f5d0b5a3698c4_gaussian_26.70_out.png,16.17102115086576,0.3650028209653679
L4_07824b7c736f184ecf63871156ec7f75_gaussian_27.52_out.png,16.31529506890261,0.4371025126196123
L4_08af027d8f0c5c295dc07899c1153576_gaussian_26.89_out.png,16.22664778617883,0.3124429607712802
L4_0f5696dd700f26fcb7aa0f18ccf7cdbb_gaussian_26.84_out.png,16.13000249605474,0.501000299588922
L4_181b997ef9d6a90566d65c1708dc6829_gaussian_26.80_out.png,16.178068664222277,0.35480365914444245
L4_1b0263ad8ea886be07998157954675d9_gaussian_26.77_out.png,16.46106521860538,0.7093149547024035
L4_1b6abe92df4777a5ac56223a7d78d848_gaussian_26.55_out.png,16.13430685322382,0.5180616890730325
L4_255f896fb405f0009de93e2df68d7d0f_gaussian_27.38_out.png,16.250431487774094,0.3209606679887332
L4_27c970f4b98eff62f55691e44815b08e_gaussian_26.60_out.png,16.109362680423573,0.3260156495618364
L4_34ba059f045aaa0bc5a28d00451b6f1e_gaussian_26.57_out.png,16.128374608822472,0.5467103344964619
L4_39efbda10de391de521dae7e27574bc4_gaussian_27.52_out.png,16.22995523008107,0.4337659174977075
L4_5c783b9e22e32bb1d5010871ca15c6e5_gaussian_26.68_out.png,16.08958682511798,0.5352851044717593
L4_61dea7f255bd3326a1f4ad4722a1ff74_gaussian_27.35_out.png,16.274736127689092,0.26705945527131997
L4_6a54cf4baa9e892b87072b79d83e2483_gaussian_27.10_out.png,16.406094915542695,0.4927612403092888
L4_78f9572c1646cc861211447aee77b774_gaussian_26.91_out.png,16.157024248291844,0.696053064048937
L4_7a98ee34d5de66b5c98940824ed4c102_gaussian_26.86_out.png,16.10892854265877,0.5294121760415055
